WL[nm]; Output[dBm]; Det1_IL[dB]; Det2_IL[dB]; Det4_IL[dB]; Det3_IL[dB]
1532.330;-5.24;-66.82;-66.61;-66.20;-50.72
1532.340;-5.23;-66.84;-66.63;-66.22;-50.79
1532.350;-5.24;-66.82;-66.61;-66.20;-50.63
1532.360;-5.23;-66.84;-66.63;-66.22;-50.72
1532.370;-5.23;-66.84;-66.63;-66.22;-50.77
1532.380;-5.24;-66.82;-66.61;-66.20;-50.80
1532.390;-5.21;-66.85;-66.65;-66.23;-50.74
1532.400;-5.23;-66.84;-66.63;-66.22;-50.91
1532.410;-5.23;-66.83;-66.62;-66.21;-50.93
1532.420;-5.23;-66.83;-66.62;-66.21;-50.93
1532.430;-5.23;-66.84;-66.63;-66.22;-50.97
1532.440;-5.23;-66.84;-66.63;-66.22;-50.93
1532.450;-5.24;-66.82;-66.61;-66.20;-50.97
1532.460;-5.24;-66.83;-66.62;-66.21;-51.03
1532.470;-5.24;-66.83;-66.62;-66.21;-51.05
1532.480;-5.23;-66.83;-66.62;-66.21;-50.95
1532.490;-5.23;-66.84;-66.63;-66.22;-50.99
1532.500;-5.23;-66.84;-66.63;-66.22;-50.83
1532.510;-5.23;-66.84;-66.63;-66.22;-50.97
1532.520;-5.24;-66.83;-66.62;-66.21;-51.08
1532.530;-5.23;-66.83;-66.62;-66.21;-51.20
1532.540;-5.23;-66.84;-66.63;-66.22;-51.13
1532.550;-5.26;-66.81;-66.59;-66.18;-51.24
1532.560;-5.24;-66.82;-66.61;-66.20;-51.11
1532.570;-5.23;-66.83;-66.62;-66.21;-51.17
1532.580;-5.25;-66.81;-66.60;-66.19;-51.19
1532.590;-5.23;-66.84;-66.62;-66.21;-51.16
1532.600;-5.24;-66.82;-66.61;-66.20;-51.14
1532.610;-5.23;-66.84;-66.63;-66.22;-51.20
1532.620;-5.23;-66.84;-66.63;-66.22;-51.18
1532.630;-5.23;-66.84;-66.63;-66.22;-51.29
1532.640;-5.24;-66.82;-66.61;-66.20;-51.30
1532.650;-5.24;-66.82;-66.61;-66.20;-51.35
1532.660;-5.24;-66.83;-66.61;-66.20;-51.35
1532.670;-5.23;-66.84;-66.63;-66.22;-51.38
1532.680;-5.23;-66.84;-66.63;-66.22;-51.44
1532.690;-5.23;-66.84;-66.63;-66.22;-51.39
1532.700;-5.24;-66.82;-66.61;-66.20;-51.63
1532.710;-5.23;-66.84;-66.62;-66.22;-51.49
1532.720;-5.23;-66.84;-66.62;-66.22;-51.59
1532.730;-5.23;-66.84;-66.62;-66.22;-51.64
1532.740;-5.23;-66.84;-66.62;-66.22;-51.59
1532.750;-5.24;-66.82;-66.61;-66.20;-51.71
1532.760;-5.24;-66.82;-66.61;-66.20;-51.76
1532.770;-5.24;-66.82;-66.61;-66.20;-51.76
1532.780;-5.24;-66.82;-66.61;-66.20;-51.85
1532.790;-5.24;-66.82;-66.61;-66.20;-51.91
1532.800;-5.24;-66.82;-66.61;-66.20;-51.87
1532.810;-5.23;-66.84;-66.62;-66.21;-51.94
1532.820;-5.24;-66.82;-66.61;-66.20;-51.97
1532.830;-5.24;-66.82;-66.61;-66.20;-51.98
1532.840;-5.24;-66.82;-66.61;-66.20;-52.16
1532.850;-5.24;-66.83;-66.61;-66.20;-52.00
1532.860;-5.25;-66.82;-66.60;-66.19;-51.92
1532.870;-5.25;-66.81;-66.59;-66.19;-52.06
1532.880;-5.24;-66.83;-66.61;-66.20;-52.03
1532.890;-5.26;-66.81;-66.59;-66.18;-51.98
1532.900;-5.23;-66.84;-66.62;-66.22;-52.08
1532.910;-5.23;-66.84;-66.62;-66.22;-52.08
1532.920;-5.23;-66.84;-66.62;-66.22;-51.97
1532.930;-5.24;-66.83;-66.61;-66.21;-52.00
1532.940;-5.24;-66.83;-66.60;-66.20;-52.02
1532.950;-5.23;-66.84;-66.62;-66.22;-52.02
1532.960;-5.23;-66.84;-66.62;-66.21;-52.14
1532.970;-5.24;-66.83;-66.60;-66.20;-52.18
1532.980;-5.24;-66.83;-66.60;-66.20;-52.23
1532.990;-5.24;-66.83;-66.60;-66.20;-52.22
1533.000;-5.23;-66.84;-66.62;-66.21;-52.36
1533.010;-5.23;-66.85;-66.62;-66.22;-52.36
1533.020;-5.23;-66.85;-66.62;-66.22;-52.30
1533.030;-5.23;-66.85;-66.62;-66.22;-52.33
1533.040;-5.25;-66.82;-66.60;-66.19;-52.41
1533.050;-5.23;-66.84;-66.62;-66.21;-52.39
1533.060;-5.23;-66.84;-66.62;-66.21;-52.52
1533.070;-5.26;-66.82;-66.59;-66.19;-52.41
1533.080;-5.23;-66.84;-66.61;-66.21;-52.39
1533.090;-5.23;-66.85;-66.62;-66.22;-52.41
1533.100;-5.23;-66.85;-66.62;-66.22;-52.46
1533.110;-5.23;-66.85;-66.62;-66.22;-52.47
1533.120;-5.23;-66.84;-66.62;-66.21;-52.49
1533.130;-5.25;-66.82;-66.59;-66.19;-52.48
1533.140;-5.24;-66.84;-66.61;-66.20;-52.46
1533.150;-5.24;-66.83;-66.60;-66.20;-52.46
1533.160;-5.24;-66.83;-66.60;-66.20;-52.45
1533.170;-5.24;-66.83;-66.60;-66.20;-52.40
1533.180;-5.24;-66.83;-66.60;-66.20;-52.49
1533.190;-5.23;-66.84;-66.61;-66.21;-52.49
1533.200;-5.23;-66.85;-66.62;-66.22;-52.47
1533.210;-5.23;-66.85;-66.62;-66.22;-52.57
1533.220;-5.23;-66.85;-66.62;-66.22;-52.47
1533.230;-5.23;-66.85;-66.62;-66.22;-52.47
1533.240;-5.23;-66.85;-66.62;-66.22;-52.38
1533.250;-5.24;-66.83;-66.60;-66.20;-52.49
1533.260;-5.23;-66.85;-66.62;-66.22;-52.44
1533.270;-5.24;-66.83;-66.60;-66.20;-52.44
1533.280;-5.24;-66.84;-66.61;-66.21;-52.35
1533.290;-5.23;-66.85;-66.62;-66.22;-52.39
1533.300;-5.23;-66.85;-66.62;-66.22;-52.40
1533.310;-5.23;-66.85;-66.62;-66.22;-52.31
1533.320;-5.23;-66.85;-66.62;-66.21;-52.35
1533.330;-5.24;-66.84;-66.61;-66.21;-52.32
1533.340;-5.24;-66.84;-66.61;-66.21;-52.12
1533.350;-5.26;-66.82;-66.59;-66.18;-52.30
1533.360;-5.24;-66.83;-66.60;-66.20;-52.11
1533.370;-5.24;-66.83;-66.60;-66.20;-52.06
1533.380;-5.24;-66.84;-66.61;-66.21;-52.04
1533.390;-5.23;-66.85;-66.62;-66.22;-51.97
1533.400;-5.23;-66.85;-66.62;-66.22;-52.02
1533.410;-5.23;-66.85;-66.62;-66.22;-51.75
1533.420;-5.23;-66.85;-66.62;-66.22;-51.91
1533.430;-5.23;-66.85;-66.62;-66.22;-51.92
1533.440;-5.24;-66.84;-66.61;-66.21;-51.86
1533.450;-5.23;-66.84;-66.61;-66.21;-51.72
1533.460;-5.23;-66.85;-66.62;-66.22;-51.63
1533.470;-5.23;-66.85;-66.62;-66.21;-51.74
1533.480;-5.24;-66.83;-66.60;-66.20;-51.62
1533.490;-5.24;-66.83;-66.60;-66.20;-51.52
1533.500;-5.24;-66.83;-66.60;-66.20;-51.57
1533.510;-5.23;-66.85;-66.62;-66.21;-51.48
1533.520;-5.23;-66.85;-66.62;-66.22;-51.55
1533.530;-5.23;-66.85;-66.62;-66.22;-51.61
1533.540;-5.23;-66.84;-66.61;-66.21;-51.56
1533.550;-5.23;-66.84;-66.61;-66.21;-51.58
1533.560;-5.26;-66.82;-66.59;-66.18;-51.56
1533.570;-5.23;-66.85;-66.62;-66.21;-51.59
1533.580;-5.24;-66.83;-66.60;-66.20;-51.58
1533.590;-5.24;-66.83;-66.60;-66.20;-51.56
1533.600;-5.23;-66.84;-66.61;-66.21;-51.63
1533.610;-5.23;-66.85;-66.62;-66.22;-51.77
1533.620;-5.24;-66.83;-66.60;-66.20;-51.67
1533.630;-5.23;-66.85;-66.62;-66.22;-51.73
1533.640;-5.23;-66.84;-66.61;-66.21;-51.80
1533.650;-5.23;-66.84;-66.61;-66.21;-51.97
1533.660;-5.24;-66.83;-66.60;-66.20;-52.01
1533.670;-5.24;-66.83;-66.60;-66.20;-52.07
1533.680;-5.24;-66.83;-66.61;-66.20;-52.04
1533.690;-5.23;-66.85;-66.62;-66.22;-52.07
1533.700;-5.24;-66.84;-66.61;-66.21;-52.19
1533.710;-5.23;-66.84;-66.62;-66.21;-52.25
1533.720;-5.23;-66.85;-66.62;-66.22;-52.38
1533.730;-5.24;-66.83;-66.60;-66.20;-52.32
1533.740;-5.24;-66.83;-66.60;-66.20;-52.38
1533.750;-5.24;-66.83;-66.60;-66.20;-52.46
1533.760;-5.23;-66.84;-66.62;-66.21;-52.44
1533.770;-5.23;-66.85;-66.62;-66.22;-52.52
1533.780;-5.23;-66.85;-66.62;-66.22;-52.53
1533.790;-5.23;-66.84;-66.61;-66.21;-52.55
1533.800;-5.23;-66.84;-66.61;-66.21;-52.70
1533.810;-5.23;-66.85;-66.62;-66.22;-52.74
1533.820;-5.24;-66.83;-66.60;-66.20;-52.74
1533.830;-5.23;-66.84;-66.62;-66.21;-52.79
1533.840;-5.24;-66.83;-66.60;-66.20;-52.87
1533.850;-5.24;-66.83;-66.60;-66.20;-52.84
1533.860;-5.24;-66.83;-66.60;-66.20;-52.99
1533.870;-5.26;-66.81;-66.59;-66.18;-52.93
1533.880;-5.24;-66.83;-66.60;-66.20;-53.07
1533.890;-5.24;-66.83;-66.60;-66.20;-53.16
1533.900;-5.24;-66.83;-66.60;-66.20;-53.27
1533.910;-5.23;-66.84;-66.61;-66.21;-53.47
1533.920;-5.21;-66.86;-66.64;-66.23;-53.50
1533.930;-5.24;-66.83;-66.60;-66.20;-53.62
1533.940;-5.24;-66.83;-66.60;-66.20;-53.61
1533.950;-5.24;-66.84;-66.61;-66.21;-53.76
1533.960;-5.23;-66.85;-66.62;-66.22;-53.87
1533.970;-5.23;-66.85;-66.62;-66.22;-53.94
1533.980;-5.24;-66.83;-66.60;-66.20;-53.94
1533.990;-5.24;-66.83;-66.60;-66.20;-54.22
1534.000;-5.24;-66.84;-66.61;-66.21;-54.27
1534.010;-5.21;-66.86;-66.63;-66.23;-54.42
1534.020;-5.22;-66.85;-66.62;-66.22;-54.48
1534.030;-5.23;-66.84;-66.62;-66.22;-54.41
1534.040;-5.24;-66.83;-66.61;-66.20;-54.48
1534.050;-5.23;-66.85;-66.62;-66.22;-54.59
1534.060;-5.23;-66.85;-66.62;-66.22;-54.68
1534.070;-5.23;-66.85;-66.62;-66.22;-54.67
1534.080;-5.23;-66.85;-66.62;-66.22;-54.62
1534.090;-5.23;-66.85;-66.62;-66.22;-54.57
1534.100;-5.23;-66.85;-66.62;-66.22;-54.64
1534.110;-5.23;-66.85;-66.62;-66.22;-54.57
1534.120;-5.23;-66.85;-66.62;-66.22;-54.60
1534.130;-5.23;-66.85;-66.62;-66.22;-54.55
1534.140;-5.23;-66.84;-66.62;-66.22;-54.50
1534.150;-5.22;-66.85;-66.63;-66.22;-54.40
1534.160;-5.22;-66.85;-66.63;-66.22;-54.42
1534.170;-5.23;-66.84;-66.62;-66.22;-54.36
1534.180;-5.23;-66.84;-66.62;-66.22;-54.22
1534.190;-5.23;-66.84;-66.62;-66.22;-54.17
1534.200;-5.23;-66.84;-66.62;-66.22;-54.10
1534.210;-5.23;-66.84;-66.62;-66.22;-54.05
1534.220;-5.21;-66.86;-66.64;-66.23;-53.98
1534.230;-5.21;-66.86;-66.64;-66.24;-53.94
1534.240;-5.21;-66.86;-66.64;-66.24;-53.88
1534.250;-5.21;-66.86;-66.64;-66.23;-53.88
1534.260;-5.22;-66.85;-66.63;-66.23;-53.80
1534.270;-5.22;-66.85;-66.63;-66.22;-53.72
1534.280;-5.23;-66.84;-66.62;-66.22;-53.71
1534.290;-5.23;-66.84;-66.62;-66.22;-53.49
1534.300;-5.23;-66.84;-66.62;-66.22;-53.44
1534.310;-5.23;-66.84;-66.62;-66.22;-53.32
1534.320;-5.21;-66.86;-66.64;-66.23;-53.22
1534.330;-5.22;-66.85;-66.63;-66.22;-53.08
1534.340;-5.23;-66.84;-66.63;-66.22;-53.12
1534.350;-5.23;-66.84;-66.63;-66.22;-52.99
1534.360;-5.23;-66.84;-66.63;-66.22;-52.95
1534.370;-5.23;-66.84;-66.63;-66.22;-52.93
1534.380;-5.23;-66.84;-66.63;-66.22;-52.80
1534.390;-5.23;-66.84;-66.63;-66.22;-52.75
1534.400;-5.23;-66.84;-66.63;-66.22;-52.76
1534.410;-5.23;-66.84;-66.63;-66.22;-52.68
1534.420;-5.23;-66.84;-66.63;-66.22;-52.67
1534.430;-5.23;-66.84;-66.63;-66.22;-52.57
1534.440;-5.23;-66.84;-66.63;-66.22;-52.68
1534.450;-5.23;-66.84;-66.63;-66.22;-52.58
1534.460;-5.23;-66.84;-66.63;-66.22;-52.49
1534.470;-5.23;-66.84;-66.63;-66.22;-52.50
1534.480;-5.25;-66.81;-66.60;-66.19;-52.39
1534.490;-5.23;-66.84;-66.63;-66.22;-52.37
1534.500;-5.24;-66.82;-66.61;-66.20;-52.36
1534.510;-5.24;-66.83;-66.62;-66.21;-52.38
1534.520;-5.22;-66.85;-66.64;-66.23;-52.26
1534.530;-5.23;-66.83;-66.62;-66.21;-52.17
1534.540;-5.23;-66.84;-66.63;-66.22;-52.19
1534.550;-5.23;-66.84;-66.63;-66.22;-52.11
1534.560;-5.23;-66.84;-66.62;-66.22;-52.01
1534.570;-5.23;-66.83;-66.62;-66.21;-51.95
1534.580;-5.23;-66.84;-66.63;-66.22;-52.03
1534.590;-5.23;-66.84;-66.63;-66.22;-51.97
1534.600;-5.23;-66.84;-66.63;-66.22;-52.01
1534.610;-5.23;-66.84;-66.63;-66.22;-51.96
1534.620;-5.23;-66.83;-66.62;-66.21;-51.95
1534.630;-5.23;-66.84;-66.63;-66.22;-51.90
1534.640;-5.23;-66.84;-66.63;-66.22;-52.04
1534.650;-5.23;-66.84;-66.63;-66.22;-51.93
1534.660;-5.24;-66.83;-66.62;-66.21;-51.90
1534.670;-5.23;-66.84;-66.63;-66.22;-51.90
1534.680;-5.25;-66.82;-66.61;-66.20;-51.94
1534.690;-5.23;-66.83;-66.63;-66.22;-51.96
1534.700;-5.23;-66.84;-66.63;-66.22;-51.92
1534.710;-5.23;-66.84;-66.63;-66.22;-52.03
1534.720;-5.23;-66.84;-66.63;-66.22;-51.96
1534.730;-5.23;-66.84;-66.63;-66.22;-52.00
1534.740;-5.24;-66.83;-66.62;-66.21;-51.95
1534.750;-5.23;-66.84;-66.63;-66.22;-52.00
1534.760;-5.23;-66.84;-66.63;-66.22;-51.99
1534.770;-5.23;-66.83;-66.63;-66.22;-52.06
1534.780;-5.23;-66.83;-66.63;-66.22;-52.06
1534.790;-5.23;-66.84;-66.63;-66.22;-52.05
1534.800;-5.23;-66.84;-66.63;-66.23;-52.05
1534.810;-5.23;-66.84;-66.63;-66.23;-52.12
1534.820;-5.22;-66.85;-66.64;-66.23;-52.09
1534.830;-5.22;-66.85;-66.64;-66.23;-52.07
1534.840;-5.23;-66.84;-66.64;-66.23;-52.02
1534.850;-5.23;-66.84;-66.64;-66.23;-52.05
1534.860;-5.23;-66.84;-66.64;-66.23;-51.99
1534.870;-5.23;-66.84;-66.64;-66.23;-52.10
1534.880;-5.23;-66.84;-66.64;-66.23;-52.15
1534.890;-5.23;-66.84;-66.64;-66.23;-52.16
1534.900;-5.23;-66.84;-66.64;-66.23;-52.32
1534.910;-5.23;-66.84;-66.64;-66.23;-52.27
1534.920;-5.22;-66.85;-66.65;-66.24;-52.37
1534.930;-5.21;-66.86;-66.66;-66.25;-52.42
1534.940;-5.23;-66.84;-66.64;-66.23;-52.37
1534.950;-5.23;-66.84;-66.64;-66.23;-52.55
1534.960;-5.23;-66.84;-66.64;-66.23;-52.50
1534.970;-5.22;-66.84;-66.64;-66.23;-52.61
1534.980;-5.22;-66.85;-66.65;-66.24;-52.68
1534.990;-5.23;-66.84;-66.64;-66.23;-52.72
1535.000;-5.23;-66.84;-66.64;-66.23;-52.82
1535.010;-5.19;-66.88;-66.67;-66.26;-52.97
1535.020;-5.21;-66.86;-66.65;-66.25;-52.96
1535.030;-5.21;-66.86;-66.65;-66.25;-52.97
1535.040;-5.20;-66.87;-66.67;-66.26;-53.11
1535.050;-5.20;-66.86;-66.66;-66.25;-53.01
1535.060;-5.21;-66.86;-66.66;-66.25;-53.17
1535.070;-5.22;-66.84;-66.64;-66.23;-53.39
1535.080;-5.21;-66.86;-66.66;-66.25;-53.28
1535.090;-5.21;-66.86;-66.66;-66.25;-53.43
1535.100;-5.21;-66.86;-66.66;-66.25;-53.49
1535.110;-5.21;-66.86;-66.66;-66.25;-53.64
1535.120;-5.19;-66.88;-66.67;-66.26;-53.75
1535.130;-5.21;-66.86;-66.66;-66.25;-53.78
1535.140;-5.22;-66.85;-66.65;-66.24;-53.75
1535.150;-5.21;-66.85;-66.65;-66.24;-53.84
1535.160;-5.22;-66.84;-66.64;-66.23;-53.81
1535.170;-5.23;-66.84;-66.64;-66.23;-53.87
1535.180;-5.23;-66.84;-66.64;-66.23;-53.82
1535.190;-5.22;-66.85;-66.65;-66.24;-53.97
1535.200;-5.22;-66.85;-66.64;-66.24;-53.91
1535.210;-5.23;-66.84;-66.64;-66.23;-53.94
1535.220;-5.23;-66.84;-66.64;-66.23;-54.04
1535.230;-5.23;-66.84;-66.64;-66.23;-54.11
1535.240;-5.22;-66.85;-66.65;-66.24;-54.06
1535.250;-5.22;-66.85;-66.64;-66.24;-54.05
1535.260;-5.23;-66.84;-66.64;-66.23;-54.12
1535.270;-5.23;-66.84;-66.64;-66.23;-54.26
1535.280;-5.23;-66.84;-66.64;-66.23;-54.31
1535.290;-5.23;-66.84;-66.64;-66.23;-54.42
1535.300;-5.23;-66.84;-66.64;-66.23;-54.47
1535.310;-5.23;-66.84;-66.64;-66.23;-54.56
1535.320;-5.23;-66.84;-66.64;-66.23;-54.63
1535.330;-5.23;-66.84;-66.64;-66.23;-54.49
1535.340;-5.23;-66.84;-66.64;-66.23;-54.62
1535.350;-5.23;-66.84;-66.64;-66.23;-54.64
1535.360;-5.23;-66.85;-66.64;-66.23;-54.55
1535.370;-5.26;-66.81;-66.60;-66.20;-54.60
1535.380;-5.23;-66.84;-66.64;-66.23;-54.70
1535.390;-5.25;-66.82;-66.61;-66.21;-54.60
1535.400;-5.24;-66.83;-66.62;-66.21;-54.58
1535.410;-5.24;-66.83;-66.63;-66.22;-54.52
1535.420;-5.23;-66.84;-66.64;-66.23;-54.55
1535.430;-5.26;-66.81;-66.61;-66.20;-54.61
1535.440;-5.23;-66.85;-66.64;-66.23;-54.63
1535.450;-5.24;-66.83;-66.62;-66.22;-54.63
1535.460;-5.25;-66.82;-66.61;-66.21;-54.70
1535.470;-5.24;-66.83;-66.62;-66.21;-54.79
1535.480;-5.23;-66.85;-66.64;-66.23;-54.87
1535.490;-5.24;-66.83;-66.62;-66.22;-55.03
1535.500;-5.24;-66.83;-66.62;-66.22;-55.06
1535.510;-5.23;-66.84;-66.63;-66.23;-55.20
1535.520;-5.23;-66.85;-66.64;-66.23;-55.38
1535.530;-5.23;-66.85;-66.64;-66.23;-55.46
1535.540;-5.24;-66.83;-66.62;-66.22;-55.54
1535.550;-5.23;-66.85;-66.64;-66.23;-55.79
1535.560;-5.23;-66.85;-66.64;-66.23;-55.93
1535.570;-5.23;-66.85;-66.64;-66.23;-56.11
1535.580;-5.23;-66.85;-66.64;-66.23;-56.35
1535.590;-5.23;-66.85;-66.64;-66.23;-56.45
1535.600;-5.23;-66.84;-66.63;-66.23;-56.57
1535.610;-5.24;-66.83;-66.62;-66.22;-56.64
1535.620;-5.22;-66.86;-66.65;-66.24;-56.78
1535.630;-5.22;-66.85;-66.64;-66.24;-56.91
1535.640;-5.23;-66.85;-66.64;-66.23;-56.95
1535.650;-5.23;-66.85;-66.64;-66.23;-57.04
1535.660;-5.23;-66.85;-66.64;-66.24;-57.12
1535.670;-5.23;-66.85;-66.64;-66.24;-57.13
1535.680;-5.23;-66.85;-66.64;-66.24;-57.16
1535.690;-5.24;-66.83;-66.62;-66.22;-57.24
1535.700;-5.22;-66.85;-66.64;-66.24;-57.35
1535.710;-5.22;-66.86;-66.65;-66.25;-57.25
1535.720;-5.21;-66.86;-66.65;-66.25;-57.29
1535.730;-5.21;-66.87;-66.66;-66.25;-57.22
1535.740;-5.21;-66.87;-66.66;-66.25;-57.24
1535.750;-5.21;-66.87;-66.66;-66.25;-57.07
1535.760;-5.22;-66.86;-66.65;-66.25;-57.06
1535.770;-5.23;-66.85;-66.64;-66.24;-56.94
1535.780;-5.23;-66.85;-66.64;-66.24;-56.85
1535.790;-5.21;-66.87;-66.66;-66.26;-56.85
1535.800;-5.22;-66.85;-66.64;-66.24;-56.71
1535.810;-5.21;-66.86;-66.65;-66.25;-56.63
1535.820;-5.23;-66.85;-66.64;-66.24;-56.49
1535.830;-5.23;-66.85;-66.64;-66.24;-56.43
1535.840;-5.19;-66.88;-66.68;-66.27;-56.39
1535.850;-5.21;-66.87;-66.66;-66.25;-56.44
1535.860;-5.23;-66.85;-66.64;-66.24;-56.24
1535.870;-5.23;-66.85;-66.64;-66.24;-56.15
1535.880;-5.23;-66.85;-66.64;-66.24;-56.01
1535.890;-5.23;-66.85;-66.64;-66.24;-56.03
1535.900;-5.21;-66.87;-66.66;-66.26;-55.93
1535.910;-5.23;-66.85;-66.64;-66.24;-55.81
1535.920;-5.23;-66.85;-66.64;-66.24;-55.79
1535.930;-5.23;-66.85;-66.64;-66.24;-55.71
1535.940;-5.23;-66.85;-66.64;-66.24;-55.56
1535.950;-5.23;-66.85;-66.64;-66.24;-55.59
1535.960;-5.23;-66.85;-66.64;-66.24;-55.57
1535.970;-5.23;-66.85;-66.64;-66.24;-55.55
1535.980;-5.23;-66.85;-66.64;-66.24;-55.48
1535.990;-5.23;-66.85;-66.64;-66.24;-55.43
1536.000;-5.23;-66.85;-66.65;-66.24;-55.32
1536.010;-5.23;-66.85;-66.65;-66.24;-55.39
1536.020;-5.23;-66.85;-66.65;-66.24;-55.31
1536.030;-5.23;-66.85;-66.65;-66.24;-55.16
1536.040;-5.23;-66.85;-66.65;-66.24;-55.13
1536.050;-5.23;-66.85;-66.65;-66.24;-55.19
1536.060;-5.23;-66.85;-66.65;-66.24;-55.09
1536.070;-5.23;-66.84;-66.64;-66.24;-55.17
1536.080;-5.23;-66.84;-66.64;-66.24;-55.08
1536.090;-5.24;-66.84;-66.63;-66.23;-54.94
1536.100;-5.23;-66.85;-66.65;-66.24;-54.94
1536.110;-5.24;-66.83;-66.63;-66.23;-54.92
1536.120;-5.24;-66.84;-66.63;-66.23;-54.87
1536.130;-5.23;-66.85;-66.65;-66.24;-54.88
1536.140;-5.23;-66.85;-66.65;-66.25;-54.94
1536.150;-5.23;-66.85;-66.65;-66.25;-55.03
1536.160;-5.23;-66.85;-66.65;-66.24;-54.95
1536.170;-5.24;-66.83;-66.63;-66.23;-54.97
1536.180;-5.24;-66.83;-66.63;-66.23;-55.06
1536.190;-5.24;-66.83;-66.63;-66.23;-55.07
1536.200;-5.24;-66.83;-66.63;-66.23;-55.06
1536.210;-5.26;-66.82;-66.61;-66.21;-55.21
1536.220;-5.23;-66.85;-66.65;-66.25;-55.22
1536.230;-5.23;-66.84;-66.64;-66.24;-55.16
1536.240;-5.24;-66.83;-66.63;-66.23;-55.24
1536.250;-5.24;-66.83;-66.63;-66.23;-55.26
1536.260;-5.24;-66.83;-66.63;-66.23;-55.34
1536.270;-5.23;-66.85;-66.65;-66.25;-55.29
1536.280;-5.23;-66.85;-66.65;-66.25;-55.33
1536.290;-5.24;-66.84;-66.64;-66.24;-55.44
1536.300;-5.23;-66.85;-66.65;-66.24;-55.54
1536.310;-5.23;-66.85;-66.65;-66.25;-55.50
1536.320;-5.26;-66.82;-66.61;-66.21;-55.56
1536.330;-5.25;-66.83;-66.63;-66.22;-55.68
1536.340;-5.23;-66.85;-66.65;-66.25;-55.65
1536.350;-5.23;-66.85;-66.65;-66.25;-55.63
1536.360;-5.23;-66.85;-66.65;-66.25;-55.61
1536.370;-5.24;-66.84;-66.64;-66.23;-55.72
1536.380;-5.23;-66.85;-66.65;-66.25;-55.73
1536.390;-5.23;-66.84;-66.64;-66.24;-55.89
1536.400;-5.24;-66.83;-66.63;-66.23;-55.90
1536.410;-5.23;-66.85;-66.65;-66.25;-55.92
1536.420;-5.23;-66.85;-66.65;-66.25;-55.91
1536.430;-5.23;-66.85;-66.65;-66.25;-55.99
1536.440;-5.22;-66.86;-66.66;-66.26;-56.05
1536.450;-5.22;-66.86;-66.66;-66.26;-55.99
1536.460;-5.23;-66.85;-66.65;-66.25;-55.88
1536.470;-5.24;-66.84;-66.64;-66.23;-56.08
1536.480;-5.23;-66.85;-66.65;-66.25;-55.98
1536.490;-5.23;-66.85;-66.65;-66.25;-55.86
1536.500;-5.23;-66.85;-66.65;-66.25;-55.82
1536.510;-5.23;-66.85;-66.65;-66.25;-55.70
1536.520;-5.23;-66.85;-66.65;-66.25;-55.55
1536.530;-5.22;-66.86;-66.66;-66.25;-55.62
1536.540;-5.21;-66.87;-66.67;-66.27;-55.61
1536.550;-5.22;-66.86;-66.66;-66.26;-55.53
1536.560;-5.23;-66.85;-66.65;-66.25;-55.41
1536.570;-5.21;-66.87;-66.67;-66.27;-55.47
1536.580;-5.21;-66.87;-66.67;-66.27;-55.41
1536.590;-5.21;-66.87;-66.67;-66.26;-55.32
1536.600;-5.23;-66.85;-66.65;-66.25;-55.29
1536.610;-5.23;-66.85;-66.65;-66.25;-55.22
1536.620;-5.23;-66.85;-66.65;-66.25;-55.25
1536.630;-5.21;-66.87;-66.67;-66.27;-55.10
1536.640;-5.21;-66.87;-66.67;-66.27;-55.23
1536.650;-5.21;-66.87;-66.67;-66.27;-55.13
1536.660;-5.22;-66.86;-66.66;-66.26;-55.08
1536.670;-5.21;-66.87;-66.67;-66.26;-55.11
1536.680;-5.23;-66.85;-66.65;-66.25;-55.21
1536.690;-5.21;-66.87;-66.67;-66.27;-55.17
1536.700;-5.21;-66.87;-66.66;-66.26;-55.15
1536.710;-5.20;-66.88;-66.68;-66.28;-55.21
1536.720;-5.23;-66.85;-66.65;-66.25;-55.32
1536.730;-5.19;-66.89;-66.69;-66.28;-55.32
1536.740;-5.22;-66.86;-66.66;-66.25;-55.53
1536.750;-5.20;-66.88;-66.68;-66.28;-55.58
1536.760;-5.20;-66.88;-66.68;-66.28;-55.71
1536.770;-5.19;-66.89;-66.69;-66.28;-55.83
1536.780;-5.22;-66.86;-66.66;-66.25;-56.01
1536.790;-5.23;-66.86;-66.65;-66.25;-56.07
1536.800;-5.23;-66.86;-66.65;-66.25;-56.12
1536.810;-5.22;-66.86;-66.66;-66.26;-56.23
1536.820;-5.22;-66.86;-66.66;-66.25;-56.33
1536.830;-5.21;-66.87;-66.67;-66.26;-56.42
1536.840;-5.23;-66.86;-66.65;-66.25;-56.41
1536.850;-5.20;-66.88;-66.68;-66.27;-56.50
1536.860;-5.20;-66.88;-66.68;-66.28;-56.58
1536.870;-5.21;-66.87;-66.67;-66.27;-56.59
1536.880;-5.21;-66.87;-66.67;-66.27;-56.59
1536.890;-5.23;-66.86;-66.65;-66.25;-56.67
1536.900;-5.23;-66.86;-66.65;-66.25;-56.66
1536.910;-5.23;-66.86;-66.65;-66.25;-56.64
1536.920;-5.23;-66.86;-66.65;-66.25;-56.75
1536.930;-5.23;-66.86;-66.65;-66.25;-56.77
1536.940;-5.21;-66.87;-66.67;-66.26;-56.75
1536.950;-5.21;-66.87;-66.67;-66.26;-56.72
1536.960;-5.23;-66.85;-66.65;-66.24;-56.73
