WL; Output[dBm]; Det1_IL[dB]; Det2_IL[dB]; Det4_IL
1549.310;-5.67;-66.44;-66.22;-43.44
1549.320;-5.69;-66.42;-66.21;-43.46
1549.330;-5.67;-66.44;-66.22;-43.38
1549.340;-5.71;-66.40;-66.19;-43.35
1549.350;-5.69;-66.43;-66.21;-43.30
1549.360;-5.67;-66.44;-66.22;-43.37
1549.370;-5.67;-66.44;-66.22;-43.36
1549.380;-5.69;-66.42;-66.21;-43.36
1549.390;-5.69;-66.42;-66.21;-43.24
1549.400;-5.70;-66.41;-66.20;-43.34
1549.410;-5.70;-66.41;-66.20;-43.27
1549.420;-5.69;-66.42;-66.21;-43.28
1549.430;-5.71;-66.41;-66.19;-43.26
1549.440;-5.71;-66.40;-66.19;-43.22
1549.450;-5.71;-66.40;-66.19;-43.32
1549.460;-5.70;-66.41;-66.20;-43.32
1549.470;-5.70;-66.41;-66.20;-43.29
1549.480;-5.70;-66.41;-66.20;-43.26
1549.490;-5.71;-66.40;-66.19;-43.26
1549.500;-5.71;-66.40;-66.19;-43.25
1549.510;-5.71;-66.40;-66.19;-43.25
1549.520;-5.71;-66.40;-66.19;-43.28
1549.530;-5.70;-66.41;-66.20;-43.25
1549.540;-5.69;-66.42;-66.21;-43.24
1549.550;-5.71;-66.41;-66.19;-43.26
1549.560;-5.71;-66.40;-66.19;-43.29
1549.570;-5.69;-66.42;-66.21;-43.19
1549.580;-5.72;-66.40;-66.18;-43.25
1549.590;-5.72;-66.39;-66.18;-43.25
1549.600;-5.71;-66.40;-66.19;-43.21
1549.610;-5.73;-66.39;-66.17;-43.24
1549.620;-5.71;-66.40;-66.19;-43.26
1549.630;-5.73;-66.38;-66.17;-43.15
1549.640;-5.73;-66.38;-66.17;-43.21
1549.650;-5.73;-66.38;-66.17;-43.31
1549.660;-5.72;-66.40;-66.18;-43.26
1549.670;-5.73;-66.39;-66.17;-43.28
1549.680;-5.73;-66.38;-66.17;-43.34
1549.690;-5.73;-66.38;-66.17;-43.28
1549.700;-5.73;-66.38;-66.17;-43.33
1549.710;-5.73;-66.38;-66.17;-43.33
1549.720;-5.73;-66.38;-66.17;-43.34
1549.730;-5.73;-66.38;-66.17;-43.32
1549.740;-5.73;-66.38;-66.17;-43.30
1549.750;-5.73;-66.38;-66.17;-43.41
1549.760;-5.74;-66.37;-66.16;-43.36
1549.770;-5.73;-66.38;-66.17;-43.33
1549.780;-5.73;-66.38;-66.17;-43.46
1549.790;-5.73;-66.38;-66.17;-43.52
1549.800;-5.73;-66.38;-66.17;-43.44
1549.810;-5.73;-66.38;-66.17;-43.45
1549.820;-5.74;-66.37;-66.16;-43.40
1549.830;-5.75;-66.36;-66.15;-43.46
1549.840;-5.75;-66.36;-66.15;-43.53
1549.850;-5.77;-66.35;-66.14;-43.53
1549.860;-5.73;-66.38;-66.17;-43.42
1549.870;-5.75;-66.37;-66.15;-43.58
1549.880;-5.75;-66.37;-66.15;-43.59
1549.890;-5.74;-66.38;-66.17;-43.63
1549.900;-5.76;-66.36;-66.15;-43.64
1549.910;-5.75;-66.37;-66.15;-43.64
1549.920;-5.73;-66.38;-66.17;-43.61
1549.930;-5.75;-66.36;-66.15;-43.75
1549.940;-5.76;-66.36;-66.14;-43.76
1549.950;-5.74;-66.38;-66.17;-43.77
1549.960;-5.74;-66.37;-66.16;-43.80
1549.970;-5.77;-66.35;-66.14;-43.96
1549.980;-5.73;-66.38;-66.17;-43.92
1549.990;-5.75;-66.36;-66.15;-43.92
1550.000;-5.76;-66.36;-66.15;-43.94
1550.010;-5.76;-66.36;-66.14;-43.85
1550.020;-5.77;-66.35;-66.14;-43.78
1550.030;-5.77;-66.35;-66.14;-43.88
1550.040;-5.73;-66.38;-66.17;-43.85
1550.050;-5.76;-66.36;-66.14;-43.89
1550.060;-5.75;-66.37;-66.16;-43.83
1550.070;-5.74;-66.38;-66.17;-43.91
1550.080;-5.73;-66.39;-66.18;-43.94
1550.090;-5.73;-66.39;-66.18;-43.97
1550.100;-5.73;-66.39;-66.17;-44.02
1550.110;-5.74;-66.37;-66.16;-44.07
1550.120;-5.73;-66.39;-66.18;-44.05
1550.130;-5.73;-66.39;-66.18;-43.99
1550.140;-5.76;-66.36;-66.15;-43.90
1550.150;-5.75;-66.37;-66.16;-43.77
1550.160;-5.73;-66.39;-66.17;-43.94
1550.170;-5.74;-66.38;-66.16;-43.92
1550.180;-5.73;-66.39;-66.18;-43.97
1550.190;-5.73;-66.39;-66.18;-43.96
1550.200;-5.75;-66.37;-66.16;-43.92
1550.210;-5.75;-66.37;-66.16;-43.91
1550.220;-5.75;-66.37;-66.16;-43.95
1550.230;-5.74;-66.38;-66.17;-43.96
1550.240;-5.73;-66.39;-66.18;-43.99
1550.250;-5.74;-66.38;-66.17;-44.02
1550.260;-5.73;-66.39;-66.18;-44.01
1550.270;-5.73;-66.39;-66.18;-44.15
1550.280;-5.73;-66.39;-66.18;-44.10
1550.290;-5.74;-66.38;-66.17;-44.12
1550.300;-5.74;-66.38;-66.17;-44.12
1550.310;-5.74;-66.38;-66.17;-44.29
1550.320;-5.75;-66.37;-66.16;-44.31
1550.330;-5.75;-66.37;-66.16;-44.13
1550.340;-5.75;-66.37;-66.16;-44.17
1550.350;-5.75;-66.37;-66.16;-44.15
1550.360;-5.74;-66.38;-66.17;-44.18
1550.370;-5.73;-66.39;-66.18;-44.22
1550.380;-5.75;-66.38;-66.16;-44.11
1550.390;-5.73;-66.39;-66.18;-44.17
1550.400;-5.75;-66.37;-66.16;-44.24
1550.410;-5.74;-66.38;-66.17;-44.18
1550.420;-5.73;-66.39;-66.18;-44.34
1550.430;-5.76;-66.37;-66.15;-44.26
1550.440;-5.77;-66.36;-66.14;-44.14
1550.450;-5.75;-66.37;-66.16;-44.24
1550.460;-5.74;-66.38;-66.17;-44.27
1550.470;-5.73;-66.39;-66.18;-44.17
1550.480;-5.75;-66.37;-66.16;-44.26
1550.490;-5.77;-66.36;-66.14;-44.39
1550.500;-5.77;-66.36;-66.14;-44.41
1550.510;-5.77;-66.35;-66.14;-44.32
1550.520;-5.79;-66.34;-66.13;-44.38
1550.530;-5.78;-66.35;-66.13;-44.32
1550.540;-5.77;-66.36;-66.14;-44.35
1550.550;-5.77;-66.36;-66.14;-44.38
1550.560;-5.77;-66.36;-66.14;-44.39
1550.570;-5.77;-66.36;-66.14;-44.31
1550.580;-5.79;-66.34;-66.13;-44.40
1550.590;-5.78;-66.35;-66.13;-44.33
1550.600;-5.78;-66.35;-66.13;-44.41
1550.610;-5.79;-66.34;-66.13;-44.45
1550.620;-5.80;-66.32;-66.11;-44.34
1550.630;-5.79;-66.34;-66.13;-44.44
1550.640;-5.79;-66.34;-66.13;-44.47
1550.650;-5.79;-66.34;-66.13;-44.48
1550.660;-5.79;-66.34;-66.13;-44.38
1550.670;-5.79;-66.34;-66.13;-44.43
1550.680;-5.79;-66.34;-66.13;-44.34
1550.690;-5.79;-66.34;-66.13;-44.44
1550.700;-5.80;-66.32;-66.11;-44.47
1550.710;-5.80;-66.32;-66.11;-44.44
1550.720;-5.80;-66.32;-66.11;-44.44
1550.730;-5.80;-66.32;-66.11;-44.47
1550.740;-5.79;-66.34;-66.13;-44.64
1550.750;-5.80;-66.32;-66.11;-44.60
1550.760;-5.81;-66.32;-66.10;-44.63
1550.770;-5.81;-66.32;-66.11;-44.55
1550.780;-5.80;-66.33;-66.12;-44.65
1550.790;-5.80;-66.32;-66.11;-44.69
1550.800;-5.80;-66.32;-66.11;-44.68
1550.810;-5.82;-66.31;-66.09;-44.64
1550.820;-5.80;-66.32;-66.11;-44.69
1550.830;-5.80;-66.32;-66.11;-44.74
1550.840;-5.82;-66.31;-66.10;-44.69
1550.850;-5.81;-66.32;-66.11;-44.74
1550.860;-5.79;-66.34;-66.13;-44.81
1550.870;-5.80;-66.32;-66.11;-44.73
1550.880;-5.80;-66.32;-66.11;-44.79
1550.890;-5.80;-66.32;-66.11;-44.78
1550.900;-5.80;-66.32;-66.11;-44.75
1550.910;-5.80;-66.32;-66.11;-44.72
1550.920;-5.79;-66.34;-66.13;-44.88
1550.930;-5.82;-66.31;-66.09;-44.83
1550.940;-5.80;-66.32;-66.11;-44.71
1550.950;-5.80;-66.33;-66.12;-44.83
1550.960;-5.81;-66.32;-66.10;-44.90
1550.970;-5.81;-66.32;-66.10;-44.84
1550.980;-5.79;-66.34;-66.12;-44.88
1550.990;-5.80;-66.32;-66.11;-44.86
1551.000;-5.80;-66.32;-66.11;-44.86
1551.010;-5.80;-66.32;-66.11;-44.90
1551.020;-5.80;-66.32;-66.11;-44.89
1551.030;-5.80;-66.32;-66.11;-44.90
1551.040;-5.80;-66.32;-66.10;-44.79
1551.050;-5.80;-66.32;-66.10;-44.90
1551.060;-5.79;-66.33;-66.12;-44.89
1551.070;-5.79;-66.34;-66.12;-44.91
1551.080;-5.80;-66.32;-66.10;-44.87
1551.090;-5.80;-66.32;-66.10;-44.92
1551.100;-5.80;-66.32;-66.10;-44.91
1551.110;-5.80;-66.32;-66.10;-44.86
1551.120;-5.80;-66.32;-66.10;-44.84
1551.130;-5.80;-66.32;-66.10;-44.88
1551.140;-5.80;-66.32;-66.10;-44.88
1551.150;-5.80;-66.32;-66.10;-44.77
1551.160;-5.80;-66.32;-66.10;-44.79
1551.170;-5.80;-66.32;-66.10;-44.78
1551.180;-5.80;-66.33;-66.11;-44.75
1551.190;-5.79;-66.34;-66.12;-44.85
1551.200;-5.80;-66.33;-66.11;-44.87
1551.210;-5.79;-66.34;-66.12;-44.82
1551.220;-5.80;-66.32;-66.10;-44.84
1551.230;-5.80;-66.32;-66.10;-44.82
1551.240;-5.80;-66.32;-66.10;-44.76
1551.250;-5.80;-66.32;-66.10;-44.77
1551.260;-5.80;-66.32;-66.10;-44.75
1551.270;-5.79;-66.34;-66.12;-44.76
1551.280;-5.80;-66.32;-66.10;-44.80
1551.290;-5.80;-66.32;-66.10;-44.82
1551.300;-5.80;-66.32;-66.10;-44.82
1551.310;-5.80;-66.32;-66.10;-44.81
1551.320;-5.80;-66.32;-66.10;-44.90
1551.330;-5.80;-66.32;-66.10;-44.90
1551.340;-5.81;-66.32;-66.10;-44.90
1551.350;-5.82;-66.30;-66.08;-44.84
1551.360;-5.80;-66.32;-66.10;-44.87
1551.370;-5.80;-66.32;-66.10;-44.87
1551.380;-5.80;-66.32;-66.10;-44.89
1551.390;-5.80;-66.32;-66.10;-44.92
1551.400;-5.84;-66.28;-66.06;-44.85
1551.410;-5.80;-66.32;-66.10;-44.93
1551.420;-5.80;-66.32;-66.10;-44.91
1551.430;-5.83;-66.30;-66.07;-44.87
1551.440;-5.83;-66.30;-66.07;-44.95
1551.450;-5.82;-66.30;-66.08;-44.94
1551.460;-5.82;-66.30;-66.08;-44.99
1551.470;-5.80;-66.32;-66.10;-44.96
1551.480;-5.81;-66.31;-66.09;-44.95
1551.490;-5.85;-66.28;-66.05;-44.89
1551.500;-5.83;-66.29;-66.07;-44.88
1551.510;-5.84;-66.28;-66.06;-44.92
1551.520;-5.84;-66.28;-66.06;-44.91
1551.530;-5.86;-66.27;-66.04;-44.94
1551.540;-5.84;-66.28;-66.06;-44.89
1551.550;-5.84;-66.28;-66.06;-44.92
1551.560;-5.83;-66.29;-66.07;-44.98
1551.570;-5.84;-66.28;-66.06;-44.89
1551.580;-5.84;-66.28;-66.06;-44.89
1551.590;-5.84;-66.28;-66.06;-44.88
1551.600;-5.83;-66.29;-66.07;-44.83
1551.610;-5.85;-66.27;-66.04;-44.85
1551.620;-5.85;-66.27;-66.05;-44.91
1551.630;-5.84;-66.28;-66.05;-44.89
1551.640;-5.86;-66.26;-66.04;-44.90
1551.650;-5.84;-66.28;-66.05;-44.89
1551.660;-5.85;-66.27;-66.05;-44.83
1551.670;-5.85;-66.27;-66.05;-44.81
1551.680;-5.83;-66.29;-66.07;-44.82
1551.690;-5.82;-66.30;-66.07;-44.84
1551.700;-5.84;-66.28;-66.06;-44.81
1551.710;-5.82;-66.30;-66.07;-44.84
1551.720;-5.83;-66.29;-66.06;-44.84
1551.730;-5.83;-66.29;-66.07;-44.83
1551.740;-5.82;-66.29;-66.07;-44.83
1551.750;-5.84;-66.28;-66.05;-44.78
1551.760;-5.84;-66.27;-66.05;-44.89
1551.770;-5.84;-66.27;-66.05;-44.82
1551.780;-5.83;-66.28;-66.06;-44.85
1551.790;-5.83;-66.28;-66.06;-44.80
1551.800;-5.83;-66.29;-66.07;-44.78
1551.810;-5.84;-66.27;-66.05;-44.85
1551.820;-5.84;-66.27;-66.05;-44.81
1551.830;-5.84;-66.28;-66.06;-44.81
1551.840;-5.84;-66.27;-66.06;-44.82
1551.850;-5.86;-66.25;-66.03;-44.81
1551.860;-5.85;-66.27;-66.05;-44.78
1551.870;-5.84;-66.27;-66.05;-44.79
1551.880;-5.84;-66.28;-66.06;-44.75
1551.890;-5.82;-66.30;-66.08;-44.76
1551.900;-5.85;-66.26;-66.04;-44.73
1551.910;-5.86;-66.25;-66.03;-44.71
1551.920;-5.85;-66.27;-66.05;-44.67
1551.930;-5.84;-66.27;-66.05;-44.67
1551.940;-5.86;-66.26;-66.04;-44.68
1551.950;-5.83;-66.28;-66.07;-44.75
1551.960;-5.84;-66.27;-66.05;-44.67
1551.970;-5.82;-66.29;-66.07;-44.61
1551.980;-5.83;-66.28;-66.06;-44.65
1551.990;-5.84;-66.27;-66.05;-44.59
1552.000;-5.86;-66.25;-66.04;-44.59
1552.010;-5.83;-66.28;-66.06;-44.51
1552.020;-5.85;-66.26;-66.04;-44.51
1552.030;-5.84;-66.27;-66.06;-44.56
1552.040;-5.84;-66.27;-66.06;-44.41
1552.050;-5.82;-66.28;-66.07;-44.53
1552.060;-5.84;-66.27;-66.05;-44.38
1552.070;-5.83;-66.27;-66.06;-44.43
1552.080;-5.86;-66.25;-66.03;-44.34
1552.090;-5.86;-66.25;-66.03;-44.42
1552.100;-5.83;-66.28;-66.06;-44.27
1552.110;-5.84;-66.27;-66.05;-44.22
1552.120;-5.84;-66.26;-66.05;-44.21
1552.130;-5.85;-66.25;-66.04;-44.17
1552.140;-5.87;-66.24;-66.02;-44.25
1552.150;-5.85;-66.26;-66.04;-44.23
1552.160;-5.86;-66.25;-66.04;-44.27
1552.170;-5.88;-66.23;-66.01;-44.27
1552.180;-5.85;-66.25;-66.04;-44.20
1552.190;-5.81;-66.29;-66.08;-44.18
1552.200;-5.83;-66.27;-66.06;-44.21
1552.210;-5.84;-66.26;-66.05;-44.15
1552.220;-5.86;-66.25;-66.04;-44.23
1552.230;-5.84;-66.26;-66.05;-44.21
1552.240;-5.84;-66.26;-66.05;-44.16
1552.250;-5.85;-66.26;-66.04;-44.18
1552.260;-5.86;-66.24;-66.03;-44.07
1552.270;-5.85;-66.25;-66.04;-44.08
1552.280;-5.84;-66.26;-66.05;-44.08
1552.290;-5.86;-66.24;-66.03;-43.99
1552.300;-5.86;-66.24;-66.03;-44.06
1552.310;-5.87;-66.24;-66.03;-44.02
1552.320;-5.88;-66.22;-66.01;-43.95
1552.330;-5.86;-66.24;-66.03;-44.00
1552.340;-5.86;-66.24;-66.03;-44.03
1552.350;-5.84;-66.26;-66.05;-43.97
1552.360;-5.86;-66.24;-66.03;-43.99
1552.370;-5.87;-66.23;-66.02;-44.06
1552.380;-5.86;-66.24;-66.03;-44.04
1552.390;-5.86;-66.24;-66.03;-44.06
1552.400;-5.88;-66.22;-66.01;-43.97
1552.410;-5.88;-66.22;-66.01;-43.95
1552.420;-5.88;-66.22;-66.01;-43.88
1552.430;-5.88;-66.22;-66.01;-43.92
1552.440;-5.88;-66.22;-66.01;-43.85
1552.450;-5.87;-66.23;-66.02;-43.89
1552.460;-5.88;-66.22;-66.01;-43.93
1552.470;-5.88;-66.22;-66.01;-44.00
1552.480;-5.86;-66.23;-66.02;-43.98
1552.490;-5.89;-66.21;-66.00;-43.93
1552.500;-5.87;-66.23;-66.02;-43.94
1552.510;-5.86;-66.24;-66.03;-43.85
1552.520;-5.88;-66.22;-66.01;-43.80
1552.530;-5.86;-66.24;-66.03;-43.86
1552.540;-5.86;-66.24;-66.03;-43.87
1552.550;-5.88;-66.22;-66.01;-43.94
1552.560;-5.87;-66.23;-66.02;-43.94
1552.570;-5.86;-66.24;-66.03;-43.95
1552.580;-5.88;-66.22;-66.01;-44.05
1552.590;-5.86;-66.24;-66.03;-44.03
1552.600;-5.86;-66.23;-66.02;-43.99
1552.610;-5.87;-66.22;-66.01;-43.90
1552.620;-5.86;-66.24;-66.03;-43.93
1552.630;-5.87;-66.23;-66.02;-43.90
1552.640;-5.88;-66.22;-66.01;-43.99
1552.650;-5.86;-66.24;-66.02;-43.95
1552.660;-5.86;-66.23;-66.02;-44.05
1552.670;-5.88;-66.22;-66.01;-43.96
1552.680;-5.88;-66.22;-66.01;-44.08
1552.690;-5.88;-66.22;-66.01;-44.13
1552.700;-5.88;-66.22;-66.01;-44.17
1552.710;-5.88;-66.22;-66.01;-44.04
1552.720;-5.90;-66.20;-65.99;-44.06
1552.730;-5.88;-66.22;-66.01;-44.04
1552.740;-5.88;-66.22;-66.01;-44.07
1552.750;-5.88;-66.22;-66.01;-44.06
1552.760;-5.89;-66.20;-65.99;-44.07
1552.770;-5.88;-66.22;-66.00;-44.01
1552.780;-5.88;-66.22;-66.01;-43.99
1552.790;-5.88;-66.22;-66.01;-43.99
1552.800;-5.87;-66.22;-66.01;-43.86
1552.810;-5.87;-66.22;-66.01;-43.94
1552.820;-5.88;-66.22;-66.01;-43.96
1552.830;-5.86;-66.23;-66.02;-43.86
1552.840;-5.88;-66.22;-66.00;-43.87
1552.850;-5.88;-66.22;-66.00;-43.87
1552.860;-5.88;-66.22;-66.00;-43.80
1552.870;-5.87;-66.23;-66.02;-43.82
1552.880;-5.87;-66.22;-66.01;-43.79
1552.890;-5.86;-66.23;-66.02;-43.78
1552.900;-5.88;-66.22;-66.00;-43.93
1552.910;-5.88;-66.22;-66.00;-43.90
1552.920;-5.88;-66.22;-66.00;-43.80
1552.930;-5.89;-66.20;-65.99;-43.78
1552.940;-5.88;-66.21;-66.00;-43.74
1552.950;-5.88;-66.22;-66.00;-43.80
1552.960;-5.88;-66.22;-66.00;-43.76
1552.970;-5.87;-66.22;-66.01;-43.72
1552.980;-5.87;-66.23;-66.01;-43.68
1552.990;-5.88;-66.22;-66.00;-43.67
1553.000;-5.88;-66.22;-66.00;-43.63
1553.010;-5.88;-66.21;-66.00;-43.54
1553.020;-5.88;-66.21;-66.00;-43.53
1553.030;-5.88;-66.21;-66.00;-43.58
1553.040;-5.88;-66.21;-66.00;-43.48
1553.050;-5.88;-66.21;-66.00;-43.53
1553.060;-5.88;-66.21;-66.00;-43.54
1553.070;-5.86;-66.23;-66.02;-43.51
1553.080;-5.90;-66.20;-65.98;-43.56
1553.090;-5.88;-66.22;-66.01;-43.47
1553.100;-5.87;-66.23;-66.01;-43.52
1553.110;-5.89;-66.20;-65.99;-43.45
1553.120;-5.88;-66.21;-66.00;-43.45
1553.130;-5.88;-66.21;-66.00;-43.43
1553.140;-5.90;-66.20;-65.98;-43.40
1553.150;-5.88;-66.21;-66.00;-43.38
1553.160;-5.89;-66.20;-65.99;-43.35
1553.170;-5.89;-66.20;-65.99;-43.35
1553.180;-5.88;-66.21;-65.99;-43.35
1553.190;-5.88;-66.21;-66.00;-43.29
1553.200;-5.90;-66.20;-65.98;-43.30
1553.210;-5.88;-66.21;-66.00;-43.24
1553.220;-5.89;-66.20;-65.99;-43.24
1553.230;-5.91;-66.19;-65.97;-43.21
1553.240;-5.90;-66.20;-65.98;-43.16
1553.250;-5.91;-66.18;-65.97;-43.15
1553.260;-5.92;-66.18;-65.97;-43.20
1553.270;-5.88;-66.21;-66.00;-43.13
1553.280;-5.89;-66.20;-65.99;-43.11
1553.290;-5.88;-66.22;-66.00;-43.14
1553.300;-5.88;-66.22;-66.00;-43.13
1553.310;-5.90;-66.20;-65.99;-43.04
1553.320;-5.92;-66.18;-65.97;-43.04
1553.330;-5.88;-66.22;-66.00;-43.11
1553.340;-5.89;-66.21;-66.00;-43.12
1553.350;-5.91;-66.19;-65.98;-43.10
1553.360;-5.89;-66.20;-65.99;-43.16
1553.370;-5.88;-66.22;-66.00;-43.06
1553.380;-5.90;-66.20;-65.99;-43.11
1553.390;-5.88;-66.22;-66.00;-43.11
1553.400;-5.89;-66.20;-65.99;-43.07
1553.410;-5.93;-66.17;-65.96;-43.09
1553.420;-5.90;-66.20;-65.99;-43.13
1553.430;-5.88;-66.22;-66.01;-43.04
1553.440;-5.92;-66.18;-65.97;-43.10
1553.450;-5.92;-66.18;-65.97;-43.00
1553.460;-5.92;-66.17;-65.96;-43.03
1553.470;-5.90;-66.20;-65.99;-43.09
1553.480;-5.89;-66.21;-66.00;-43.03
1553.490;-5.93;-66.17;-65.96;-42.96
1553.500;-5.94;-66.16;-65.95;-42.97
1553.510;-5.90;-66.20;-65.99;-42.79
1553.520;-5.92;-66.18;-65.97;-42.98
1553.530;-5.92;-66.18;-65.97;-42.92
1553.540;-5.92;-66.18;-65.97;-43.01
1553.550;-5.93;-66.17;-65.96;-42.89
1553.560;-5.92;-66.18;-65.97;-42.90
1553.570;-5.90;-66.20;-65.99;-42.88
1553.580;-5.90;-66.20;-65.98;-42.89
1553.590;-5.90;-66.20;-65.99;-42.88
1553.600;-5.90;-66.20;-65.99;-42.91
1553.610;-5.93;-66.17;-65.96;-42.88
1553.620;-5.92;-66.18;-65.97;-42.82
1553.630;-5.90;-66.20;-65.99;-42.76
1553.640;-5.92;-66.18;-65.97;-42.82
1553.650;-5.91;-66.19;-65.98;-42.88
1553.660;-5.91;-66.19;-65.98;-42.89
1553.670;-5.92;-66.18;-65.97;-42.87
1553.680;-5.92;-66.18;-65.97;-42.90
1553.690;-5.90;-66.20;-65.99;-42.80
1553.700;-5.92;-66.18;-65.97;-42.64
1553.710;-5.91;-66.19;-65.98;-42.72
1553.720;-5.92;-66.18;-65.97;-42.71
1553.730;-5.95;-66.15;-65.94;-42.70
1553.740;-5.92;-66.18;-65.97;-42.58
1553.750;-5.92;-66.18;-65.98;-42.60
1553.760;-5.92;-66.18;-65.97;-42.65
1553.770;-5.92;-66.18;-65.97;-42.69
1553.780;-5.89;-66.21;-66.01;-42.69
1553.790;-5.92;-66.18;-65.97;-42.58
1553.800;-5.90;-66.20;-65.99;-42.68
1553.810;-5.94;-66.17;-65.96;-42.57
1553.820;-5.93;-66.18;-65.97;-42.62
1553.830;-5.91;-66.20;-65.99;-42.52
1553.840;-5.92;-66.19;-65.98;-42.50
1553.850;-5.93;-66.17;-65.96;-42.68
1553.860;-5.92;-66.18;-65.98;-42.45
1553.870;-5.90;-66.21;-66.00;-42.54
1553.880;-5.88;-66.22;-66.01;-42.55
1553.890;-5.90;-66.21;-66.00;-42.63
1553.900;-5.91;-66.20;-65.99;-42.62
1553.910;-5.93;-66.17;-65.97;-42.57
1553.920;-5.90;-66.20;-65.99;-42.54
1553.930;-5.90;-66.21;-66.00;-42.53
1553.940;-5.92;-66.18;-65.98;-42.60
1553.950;-5.93;-66.18;-65.97;-42.43
1553.960;-5.93;-66.18;-65.97;-42.56
1553.970;-5.91;-66.20;-65.99;-42.45
1553.980;-5.90;-66.21;-66.00;-42.55
1553.990;-5.90;-66.21;-66.00;-42.59
1554.000;-5.92;-66.18;-65.98;-42.64
1554.010;-5.94;-66.17;-65.96;-42.44
1554.020;-5.94;-66.17;-65.96;-42.55
1554.030;-5.94;-66.17;-65.96;-42.49
1554.040;-5.94;-66.17;-65.96;-42.53
1554.050;-5.94;-66.17;-65.96;-42.55
1554.060;-5.93;-66.18;-65.97;-42.69
1554.070;-5.91;-66.19;-65.99;-42.63
1554.080;-5.94;-66.17;-65.96;-42.62
1554.090;-5.92;-66.18;-65.98;-42.56
1554.100;-5.89;-66.22;-66.01;-42.60
1554.110;-5.90;-66.21;-66.00;-42.73
1554.120;-5.93;-66.17;-65.97;-42.70
1554.130;-5.91;-66.20;-65.99;-42.64
1554.140;-5.90;-66.21;-66.00;-42.66
1554.150;-5.91;-66.20;-65.99;-42.64
1554.160;-5.90;-66.20;-66.00;-42.57
1554.170;-5.90;-66.21;-66.00;-42.57
1554.180;-5.91;-66.19;-65.98;-42.59
1554.190;-5.90;-66.20;-66.00;-42.60
1554.200;-5.92;-66.19;-65.98;-42.55
1554.210;-5.92;-66.19;-65.98;-42.61
1554.220;-5.93;-66.18;-65.97;-42.64
1554.230;-5.95;-66.15;-65.95;-42.68
1554.240;-5.94;-66.17;-65.96;-42.64
1554.250;-5.94;-66.17;-65.96;-42.79
1554.260;-5.94;-66.16;-65.96;-42.70
1554.270;-5.94;-66.16;-65.96;-42.81
1554.280;-5.92;-66.19;-65.98;-42.89
1554.290;-5.95;-66.16;-65.95;-42.79
1554.300;-5.92;-66.19;-65.98;-43.02
1554.310;-5.92;-66.19;-65.98;-42.85
1554.320;-5.94;-66.16;-65.96;-42.95
1554.330;-5.94;-66.16;-65.96;-42.99
1554.340;-5.95;-66.16;-65.95;-43.00
1554.350;-5.95;-66.15;-65.95;-43.04
1554.360;-5.93;-66.17;-65.97;-42.92
1554.370;-5.92;-66.19;-65.98;-43.07
1554.380;-5.92;-66.19;-65.98;-43.10
1554.390;-5.91;-66.20;-65.99;-43.16
1554.400;-5.93;-66.18;-65.98;-43.12
1554.410;-5.95;-66.16;-65.95;-43.05
1554.420;-5.94;-66.17;-65.97;-43.15
1554.430;-5.94;-66.17;-65.96;-43.13
1554.440;-5.95;-66.16;-65.95;-43.13
1554.450;-5.94;-66.17;-65.97;-43.28
1554.460;-5.95;-66.16;-65.95;-43.20
1554.470;-5.94;-66.17;-65.96;-43.26
1554.480;-5.92;-66.19;-65.98;-43.36
1554.490;-5.94;-66.17;-65.96;-43.18
1554.500;-5.95;-66.16;-65.95;-43.28
1554.510;-5.95;-66.16;-65.96;-43.27
1554.520;-5.95;-66.15;-65.95;-43.29
1554.530;-5.97;-66.14;-65.93;-43.29
1554.540;-5.95;-66.16;-65.95;-43.30
1554.550;-5.95;-66.16;-65.95;-43.39
1554.560;-5.95;-66.16;-65.95;-43.32
1554.570;-5.94;-66.16;-65.96;-43.28
1554.580;-5.95;-66.16;-65.95;-43.30
1554.590;-5.95;-66.16;-65.95;-43.27
1554.600;-5.92;-66.19;-65.99;-43.27
1554.610;-5.94;-66.17;-65.96;-43.27
1554.620;-5.95;-66.16;-65.95;-43.31
1554.630;-5.94;-66.17;-65.97;-43.24
1554.640;-5.95;-66.16;-65.96;-43.27
1554.650;-5.94;-66.17;-65.96;-43.35
1554.660;-5.92;-66.19;-65.99;-43.32
1554.670;-5.94;-66.17;-65.97;-43.27
1554.680;-5.93;-66.18;-65.97;-43.26
1554.690;-5.92;-66.19;-65.99;-43.23
1554.700;-5.93;-66.18;-65.97;-43.27
1554.710;-5.94;-66.17;-65.97;-43.27
1554.720;-5.92;-66.19;-65.99;-43.26
1554.730;-5.94;-66.18;-65.97;-43.25
1554.740;-5.94;-66.18;-65.97;-43.23
1554.750;-5.93;-66.18;-65.98;-43.24
1554.760;-5.93;-66.18;-65.98;-43.21
1554.770;-5.94;-66.18;-65.97;-43.16
1554.780;-5.94;-66.18;-65.97;-43.14
1554.790;-5.95;-66.16;-65.95;-43.18
1554.800;-5.92;-66.19;-65.98;-43.23
1554.810;-5.94;-66.18;-65.97;-43.17
1554.820;-5.95;-66.16;-65.96;-43.11
1554.830;-5.95;-66.16;-65.95;-43.14
1554.840;-5.94;-66.17;-65.97;-43.13
1554.850;-5.95;-66.16;-65.95;-43.09
1554.860;-5.94;-66.17;-65.96;-43.12
1554.870;-5.95;-66.16;-65.95;-43.10
1554.880;-5.94;-66.17;-65.96;-43.10
